,station_id,bikes_available
0,39,10862
1,41,32505
2,42,10935
3,45,44728
4,46,5091
5,47,19386
6,48,35903
7,49,9292
8,50,16458
9,51,19085
10,54,22929
11,55,18071
12,56,22663
13,57,14508
14,58,5284
15,59,8132
16,60,32980
17,61,7753
18,62,44844
19,63,27938
20,64,22681
21,65,20385
22,66,15533
23,67,19785
24,68,10021
25,69,20600
26,70,32027
27,71,21109
28,72,14523
29,73,31733
30,74,12316
31,75,17030
32,76,30800
33,77,5382
34,82,25496
35,90,5
36,91,2
