,station_id,type,model,score
141,61.0,test,KNeighborsClassifier,0.9042949848304033
142,61.0,train,RandomForestClassifier,0.9996834974593924
143,61.0,test,RandomForestClassifier,0.9257550659328263
144,62.0,train,LogisticRegression,0.8620042205153747
145,62.0,test,LogisticRegression,0.7553895113074351
146,62.0,train,DecisionTreeClassifier,0.999319245287965
147,62.0,test,DecisionTreeClassifier,0.7045431606196083
148,62.0,train,KNeighborsClassifier,0.9934283823105355
149,62.0,test,KNeighborsClassifier,0.719709788694346
150,62.0,train,RandomForestClassifier,0.9991242758277191
151,62.0,test,RandomForestClassifier,0.7428916635496262
152,63.0,train,LogisticRegression,0.924894691464466
153,63.0,test,LogisticRegression,0.8528563236661725
154,63.0,train,DecisionTreeClassifier,0.9996288541281767
155,63.0,test,DecisionTreeClassifier,0.8071806969744688
156,63.0,train,KNeighborsClassifier,0.9973707763681898
157,63.0,test,KNeighborsClassifier,0.8138123237731342
158,63.0,train,RandomForestClassifier,0.9995409943753336
159,63.0,test,RandomForestClassifier,0.8392840695370043
160,64.0,train,LogisticRegression,0.9208089379663199
161,64.0,test,LogisticRegression,0.9418093083732612
162,64.0,train,DecisionTreeClassifier,0.9999386622983318
163,64.0,test,DecisionTreeClassifier,0.8478854591548961
164,64.0,train,KNeighborsClassifier,0.995779966125232
165,64.0,test,KNeighborsClassifier,0.8839837557665248
166,64.0,train,RandomForestClassifier,0.9997268427685713
167,64.0,test,RandomForestClassifier,0.9187936756734292
168,65.0,train,LogisticRegression,0.9370446186798654
169,65.0,test,LogisticRegression,0.9185858729791188
170,65.0,train,DecisionTreeClassifier,0.9997922696503506
171,65.0,test,DecisionTreeClassifier,0.8551258987466529
172,65.0,train,KNeighborsClassifier,0.9947781169979857
173,65.0,test,KNeighborsClassifier,0.8673387599522647
174,65.0,train,RandomForestClassifier,0.9995272907791442
175,65.0,test,RandomForestClassifier,0.9101906441289802
176,66.0,train,LogisticRegression,0.9478392363374358
177,66.0,test,LogisticRegression,0.9414055774243153
178,66.0,train,DecisionTreeClassifier,0.9997742772578613
179,66.0,test,DecisionTreeClassifier,0.8897814509377838
180,66.0,train,KNeighborsClassifier,0.9974990574439844
181,66.0,test,KNeighborsClassifier,0.9009078009131444
182,66.0,train,RandomForestClassifier,0.9996556910346361
183,66.0,test,RandomForestClassifier,0.9326184920649057
184,67.0,train,LogisticRegression,0.8726317494017525
185,67.0,test,LogisticRegression,0.8105789383063486
186,67.0,train,DecisionTreeClassifier,0.9992770323650693
187,67.0,test,DecisionTreeClassifier,0.7375748831851997
188,67.0,train,KNeighborsClassifier,0.9940077105643237
189,67.0,test,KNeighborsClassifier,0.7452724887044393
190,67.0,train,RandomForestClassifier,0.9991101936800851
191,67.0,test,RandomForestClassifier,0.7898936643927115
192,68.0,train,LogisticRegression,0.9596929186792265
193,68.0,test,LogisticRegression,0.9293856758634202
194,68.0,train,DecisionTreeClassifier,1.0
195,68.0,test,DecisionTreeClassifier,0.8881279352130571
196,68.0,train,KNeighborsClassifier,0.9989580760555409
197,68.0,test,KNeighborsClassifier,0.9073912449756277
198,68.0,train,RandomForestClassifier,0.9999337552280211
199,68.0,test,RandomForestClassifier,0.9248110479786735
200,69.0,train,LogisticRegression,0.9227087078343847
201,69.0,test,LogisticRegression,0.8705982936430188
202,69.0,train,DecisionTreeClassifier,0.9997325674020109
203,69.0,test,DecisionTreeClassifier,0.8572454862286186
204,69.0,train,KNeighborsClassifier,0.9953293346571384
205,69.0,test,KNeighborsClassifier,0.8610898360733603
206,69.0,train,RandomForestClassifier,0.9994512315802732
207,69.0,test,RandomForestClassifier,0.8697522398161837
208,70.0,train,LogisticRegression,0.9295147447777038
209,70.0,test,LogisticRegression,0.8966092537508387
210,70.0,train,DecisionTreeClassifier,0.9996556907530477
211,70.0,test,DecisionTreeClassifier,0.8781355942266474
212,70.0,train,KNeighborsClassifier,0.9938425075527219
213,70.0,test,KNeighborsClassifier,0.8839718813268499
214,70.0,train,RandomForestClassifier,0.9992541329377185
215,70.0,test,RandomForestClassifier,0.8952674420675775
216,71.0,train,LogisticRegression,0.9334804348928388
217,71.0,test,LogisticRegression,0.9408118554405714
218,71.0,train,DecisionTreeClassifier,0.9998797780064086
219,71.0,test,DecisionTreeClassifier,0.876838311692167
220,71.0,train,KNeighborsClassifier,0.9973264918568001
221,71.0,test,KNeighborsClassifier,0.8975057739462919
222,71.0,train,RandomForestClassifier,0.9997530133192883
223,71.0,test,RandomForestClassifier,0.9295578552387059
224,72.0,train,LogisticRegression,0.9382304303947371
225,72.0,test,LogisticRegression,0.877378598697374
226,72.0,train,DecisionTreeClassifier,1.0
227,72.0,test,DecisionTreeClassifier,0.8551585534557588
228,72.0,train,KNeighborsClassifier,0.998208937646495
229,72.0,test,KNeighborsClassifier,0.8554880691567367
230,72.0,train,RandomForestClassifier,0.9999231233510367
231,72.0,test,RandomForestClassifier,0.8694910021433364
232,73.0,train,LogisticRegression,0.9221416973259614
233,73.0,test,LogisticRegression,0.8984972896591442
234,73.0,train,DecisionTreeClassifier,0.9996801841613056
235,73.0,test,DecisionTreeClassifier,0.8292514946950941
236,73.0,train,KNeighborsClassifier,0.9964729821388199
237,73.0,test,KNeighborsClassifier,0.852394777621431
238,73.0,train,RandomForestClassifier,0.9995395967360697
239,73.0,test,RandomForestClassifier,0.8823183656021232
240,74.0,train,LogisticRegression,0.9473623948875393
241,74.0,test,LogisticRegression,0.9018369758177036
242,74.0,train,DecisionTreeClassifier,0.9998004478473721
243,74.0,test,DecisionTreeClassifier,0.8660800693467277
244,74.0,train,KNeighborsClassifier,0.9970328884846958
245,74.0,test,KNeighborsClassifier,0.8719668228155484
246,74.0,train,RandomForestClassifier,0.9996368805091524
247,74.0,test,RandomForestClassifier,0.8954010295139199
248,75.0,train,LogisticRegression,0.9134835099587973
249,75.0,test,LogisticRegression,0.8929638007706512
250,75.0,train,DecisionTreeClassifier,0.9995534611666604
251,75.0,test,DecisionTreeClassifier,0.8205415931935712
252,75.0,train,KNeighborsClassifier,0.9958952776473783
253,75.0,test,KNeighborsClassifier,0.827930463281264
254,75.0,train,RandomForestClassifier,0.9994741310076238
255,75.0,test,RandomForestClassifier,0.8803472086160934
256,76.0,train,LogisticRegression,0.9043940729739323
257,76.0,test,LogisticRegression,0.9291363126302478
258,76.0,train,DecisionTreeClassifier,0.9998045370308275
259,76.0,test,DecisionTreeClassifier,0.852267127394926
260,76.0,train,KNeighborsClassifier,0.9958200366717972
261,76.0,test,KNeighborsClassifier,0.8805936032393471
262,76.0,train,RandomForestClassifier,0.9996524194062832
263,76.0,test,RandomForestClassifier,0.9146702764963278
264,77.0,train,LogisticRegression,0.950883141673148
265,77.0,test,LogisticRegression,0.9717536766233843
266,77.0,train,DecisionTreeClassifier,1.0
267,77.0,test,DecisionTreeClassifier,0.9069073615588764
268,77.0,train,KNeighborsClassifier,0.9980993459754632
269,77.0,test,KNeighborsClassifier,0.9152432182106407
270,77.0,train,RandomForestClassifier,0.999908402215685
271,77.0,test,RandomForestClassifier,0.9577655866863782
272,82.0,train,LogisticRegression,0.8976733021952726
273,82.0,test,LogisticRegression,0.8750126165921546
274,82.0,train,DecisionTreeClassifier,0.9995484718872104
275,82.0,test,DecisionTreeClassifier,0.7988944896662689
276,82.0,train,KNeighborsClassifier,0.9952899420391363
277,82.0,test,KNeighborsClassifier,0.8283698175492344
278,82.0,train,RandomForestClassifier,0.9993959950735234
279,82.0,test,RandomForestClassifier,0.8542234413313622
